Town,Per capita income,Location,Lat,Lon,County
"Frankford Township, New Jersey","$25,051 ","Frankford Avenue, Gloucester Township, Camden County, New Jersey, 08012, USA",39.792871,-75.054976,Camden County
"Milford, New Jersey","$25,039 ","Milford, Hunterdon County, New Jersey, USA",40.5687128,-75.0946169,Hunterdon County
"Leisure Knoll, New Jersey","$25,012 ","Leisure Knoll, Ocean County, New Jersey, 08733, USA",40.0190056,-74.2920901,Ocean County
"Toms River, New Jersey","$25,010 ","Toms River, Ocean County, New Jersey, United States of America",39.9537359,-74.1979576,Ocean County
"Audubon, New Jersey","$24,942 ","Audubon, Camden County, New Jersey, 08106, USA",39.8909466,-75.0729504,Camden County
"Stillwater Township, New Jersey","$24,933 ","Stillwater, Sussex County, New Jersey, 07855, USA",41.0359303,-74.878225,Sussex County
"Roosevelt, New Jersey","$24,892 ","Roosevelt, Monmouth County, New Jersey, 08555, USA",40.2201108,-74.4732073,Monmouth County
"Toms River, New Jersey","$24,831 ","Toms River, Ocean County, New Jersey, United States of America",39.9537359,-74.1979576,Ocean County
"White Township, New Jersey","$24,783 ","White, Woodland Township, Burlington County, New Jersey, 08019, USA",39.7874826,-74.5507967,Burlington County
"Union Township, Union County, New Jersey","$24,768 ","Union, Union County, New Jersey, USA",40.6976019,-74.2632024,Union County
"Burlington Township, New Jersey","$24,754 ","Burlington Township, Burlington County, New Jersey, USA",40.072587,-74.88700756,Burlington County
"Beckett, New Jersey","$24,754 ","Beckett, Gloucester County, New Jersey, 08085, USA",39.7540025,-75.3574122,Gloucester County
"Pohatcong Township, New Jersey","$24,754 ","Pohatcong Avenue, Lakewood Park, Ocean Township, Ocean County, New Jersey, 08758, USA",39.7743379,-74.2028971,Ocean County
"Liberty Township, New Jersey","$24,743 ","Liberty, 378, US 22, Readington Township, Hunterdon County, New Jersey, 08807, USA",40.6190109,-74.7510399,Hunterdon County
"Hackettstown, New Jersey","$24,742 ","Hackettstown, Warren County, New Jersey, 07840, USA",40.8539878,-74.8290556,Warren County
"Sayreville, New Jersey","$24,736 ","Sayreville, Middlesex County, New Jersey, USA",40.4592726,-74.3609822,Middlesex County
"Pemberton Heights, New Jersey","$24,716 ","Pemberton Heights, Burlington County, New Jersey, 08068, USA",39.9626136,-74.6787695,Burlington County
"Bergenfield, New Jersey","$24,706 ","Bergenfield, Bergen County, New Jersey, 07621, USA",40.9275987,-73.9973608,Bergen County
"Sewaren, New Jersey","$24,681 ","Sewaren, Middlesex County, New Jersey, 07077, USA",40.5520491,-74.2587568,Middlesex County
"Berlin, New Jersey","$24,675 ","Berlin, Camden County, New Jersey, USA",39.7912262,-74.9290536,Camden County
"Moonachie, New Jersey","$24,654 ","Moonachie, Bergen County, New Jersey, 07074, USA",40.8412112,-74.0451405,Bergen County
"Hamburg, New Jersey","$24,651 ","Hamburg, Sussex County, New Jersey, 07419, USA",41.1534294,-74.5762713,Sussex County
"Knowlton Township, New Jersey","$24,631 ","Knowlton, Warren County, New Jersey, 07832, USA",40.9303752,-75.027952,Warren County
"Budd Lake, New Jersey","$24,581 ","Budd Lake, Morris County, New Jersey, 07828, USA",40.8712101,-74.7340523,Morris County
"Eastampton Township, New Jersey","$24,534 ","Eastampton Township, Burlington County, New Jersey, USA",40.003452,-74.75344339,Burlington County
"Brick Township, New Jersey","$24,462 ","Brick Township, Ocean County, New Jersey, USA",40.0691585,-74.12231529,Ocean County
"North Arlington, New Jersey","$24,441 ","North Arlington, Bergen County, New Jersey, 07031, USA",40.788434,-74.1331988,Bergen County
"Barrington, New Jersey","$24,434 ","Barrington, Camden County, New Jersey, 08007, USA",39.8648357,-75.0551714,Camden County
"Wallington, New Jersey","$24,431 ","Wallington, Bergen County, New Jersey, 07057, USA",40.8531553,-74.1137537,Bergen County
"Port Republic, New Jersey","$24,369 ","Port Republic, Atlantic County, New Jersey, USA",39.5206733,-74.485707,Atlantic County
"Collingswood, New Jersey","$24,358 ","Collingswood, Camden County, New Jersey, USA",39.9181686,-75.071284,Camden County
"Kenilworth, New Jersey","$24,343 ","Kenilworth, Union County, New Jersey, 07033, USA",40.6760225,-74.289262,Union County
"Lopatcong Township, New Jersey","$24,333 ","Lopatcong Township Municipal Building, 232, South 3rd Street, Port Warren, Warren County, New Jersey, 08865, USA",40.7006213,-75.1717431,Warren County
"Ogdensburg, New Jersey","$24,305 ","Ogdensburg, Sussex County, New Jersey, 07439, USA",41.0817636,-74.5923824,Sussex County
"Ridgefield Park, New Jersey","$24,290 ","Ridgefield Park, Bergen County, New Jersey, 07660, USA",40.8570442,-74.0215285,Bergen County
"Ewing Township, New Jersey","$24,268 ","Ewing Township, Mercer County, New Jersey, USA",40.2624865,-74.79968379,Mercer County
"Mannington Township, New Jersey","$24,262 ","Mannington Mills, Salem County, New Jersey, 08079, USA",39.5870575,-75.4543637,Salem County
"Little Ferry, New Jersey","$24,210 ","Little Ferry, Bergen County, New Jersey, 07643, USA",40.8528777,-74.0420848,Bergen County
"Woodstown, New Jersey","$24,182 ","Woodstown, Salem County, New Jersey, 08098, USA",39.6515027,-75.3282454,Salem County
"Oaklyn, New Jersey","$24,157 ","Oaklyn, Camden County, New Jersey, USA",39.9009465,-75.0846179,Camden County
"Mantua Township, New Jersey","$24,147 ","Mantua, Gloucester County, New Jersey, 08051, USA",39.7940026,-75.1721232,Gloucester County
"Roselle Park, New Jersey","$24,101 ","Roselle Park, Union County, New Jersey, 07204, USA",40.6642692,-74.2632022,Union County
"Woodbury Heights, New Jersey","$24,001 ","Woodbury Heights, Gloucester County, New Jersey, 08097, USA",39.817058,-75.1551776,Gloucester County
"Pine Valley, New Jersey","$23,981 ","Pine Valley, Camden County, New Jersey, USA",39.7856704,-74.975166,Camden County
"Jackson Township, New Jersey","$23,981 ","Jackson Township, Ocean County, New Jersey, 08527, USA",40.085241,-74.35534868,Ocean County
"Port Reading, New Jersey","$23,978 ","Port Reading, Middlesex County, New Jersey, 07064, USA",40.5653823,-74.2604236,Middlesex County
"Brigantine, New Jersey","$23,950 ","Brigantine, Atlantic County, New Jersey, 08203, USA",39.4101171,-74.3645906,Atlantic County
"Gibbstown, New Jersey","$23,931 ","Gibbstown, South Market Street, Gibbstown, Gloucester County, New Jersey, 08027, USA",39.824634,-75.2776699,Gloucester County
"Fieldsboro, New Jersey","$23,908 ","Fieldsboro, Burlington County, New Jersey, USA",40.1364991,-74.7287714,Burlington County
"Crestwood Village, New Jersey","$23,841 ","Crestwood Village, Ocean County, New Jersey, 08759, USA",39.9481727,-74.360703,Ocean County
"Maple Shade Township, New Jersey","$23,812 ","Maple Shade Township, Burlington County, New Jersey, 08052, USA",39.949994,-74.99431298,Burlington County
"Flemington, New Jersey","$23,769 ","Flemington, Hunterdon County, New Jersey, USA",40.5130953,-74.8591333,Hunterdon County
"Wildwood Crest, New Jersey","$23,741 ","Wildwood Crest, Cape May County, New Jersey, USA",38.9748351,-74.8335015,Cape May County
"South River, New Jersey","$23,684 ","South River, Middlesex County, New Jersey, 08882, USA",40.446495,-74.3859831,Middlesex County
"Clifton, New Jersey","$23,638 ","Clifton, Passaic County, New Jersey, USA",40.8584328,-74.1637553,Passaic County
"Laurence Harbor, New Jersey","$23,619 ","Laurence Harbor, Middlesex County, New Jersey, 07721, USA",40.4567735,-74.2465338,Middlesex County
"Absecon, New Jersey","$23,615 ","Absecon, Atlantic County, New Jersey, 08201, USA",39.4284503,-74.4957076,Atlantic County
"South Amboy, New Jersey","$23,598 ","South Amboy, Middlesex County, New Jersey, USA",40.4782514,-74.2907363,Middlesex County
"Shrewsbury Township, New Jersey","$23,574 ","Shrewsbury Township, Monmouth County, New Jersey, USA",40.3120839,-74.0732274,Monmouth County
"Oxford, New Jersey","$23,563 ","Oxford, Warren County, New Jersey, 07863, USA",40.8031545,-74.9896163,Warren County
"Florence Township, New Jersey","$23,529 ","Florence Township, Burlington County, New Jersey, USA",40.0944185,-74.78483295,Burlington County
"Oxford Township, New Jersey","$23,515 ","Oxford, Warren County, New Jersey, 07863, USA",40.8031545,-74.9896163,Warren County
"Mays Landing, New Jersey","$23,477 ","Mays Landing, Atlantic County, New Jersey, 08330, USA",39.4523326,-74.727661,Atlantic County
"Netcong, New Jersey","$23,472 ","Netcong, Morris County, New Jersey, 07857, USA",40.8989877,-74.7065516,Morris County
"Palmyra, New Jersey","$23,454 ","Palmyra, Burlington County, New Jersey, 08065, USA",40.0070565,-75.0282271,Burlington County
"Englishtown, New Jersey","$23,438 ","Englishtown, Monmouth County, New Jersey, USA",40.2973319,-74.3582041,Monmouth County
"Leonardo, New Jersey","$23,422 ","Leonardo, Monmouth County, New Jersey, 07737, USA",40.4173306,-74.0620846,Monmouth County
"Jamesburg, New Jersey","$23,325 ","Jamesburg, Middlesex County, New Jersey, USA",40.3526079,-74.4401513,Middlesex County
"Somerville, New Jersey","$23,310 ","Somerville, Somerset County, New Jersey, USA",40.5742696,-74.60988,Somerset County
"Manville, New Jersey","$23,293 ","Manville, Somerset County, New Jersey, 08835, USA",40.5409367,-74.587657,Somerset County
"Keyport, New Jersey","$23,288 ","Keyport, Monmouth County, New Jersey, 07735, USA",40.4331631,-74.1995883,Monmouth County
"Laurel Springs, New Jersey","$23,254 ","Laurel Springs, Camden County, New Jersey, USA",39.8201141,-75.0062788,Camden County
"Leisure Village, New Jersey","$23,246 ","Leisure Village, Ocean County, New Jersey, 08701, USA",40.0426165,-74.184864,Ocean County
"Belvidere, New Jersey","$23,231 ","Belvidere, Warren County, New Jersey, USA",40.82982,-75.0776747,Warren County
"Washington, New Jersey","$23,166 ","Washington, Warren County, New Jersey, 07882, USA",40.7584326,-74.9793378,Warren County
"Lacey Township, New Jersey","$23,136 ","Lacey Township, Ocean County, New Jersey, USA",39.868231,-74.29396632,Ocean County
"Ramtown, New Jersey","$23,042 ","Ramtown, Monmouth County, New Jersey, 08776, USA",40.120948,-74.143752,Monmouth County
"Presidential Lakes Estates, New Jersey","$22,995 ","Presidential Lakes Estates, Burlington County, New Jersey, USA",39.913727,-74.5645988,Burlington County
"Alloway Township, New Jersey","$22,935 ","Alloway, Salem County, New Jersey, 08001, USA",39.5609644,-75.3624361,Salem County
"Edgewater Park Township, New Jersey","$22,920 ","Edgewater Park Township, Burlington County, New Jersey, 08010, USA",40.0533715,-74.91267711,Burlington County
"Manahawkin, New Jersey","$22,875 ","Manahawkin, Ocean County, New Jersey, 08050, USA",39.695397,-74.2587527,Ocean County
"Cliffwood Beach, New Jersey","$22,874 ","Cliffwood Beach, Monmouth County, New Jersey, 07735, USA",40.4420516,-74.2168109,Monmouth County
"Ocean Township, Ocean County, New Jersey","$22,830 ","Ocean Township, Ocean County, New Jersey, 08758, USA",39.791441,-74.2127865,Ocean County
"North Plainfield, New Jersey","$22,791 ","North Plainfield, Somerset County, New Jersey, USA",40.6301025,-74.4273743,Somerset County
"Holiday City-Berkeley, New Jersey","$22,755 ","Holiday City-Berkeley, Castleton Drive, Berkeley Township, Ocean County, New Jersey, 08757, USA",39.964644,-74.27057727,Ocean County
"Branchville, New Jersey","$22,748 ","Branchville, Sussex County, New Jersey, USA",41.1464852,-74.7523874,Sussex County
"Pennsville Township, New Jersey","$22,717 ","Pennsville, Salem County, New Jersey, 08070, USA",39.6534464,-75.5165881,Salem County
"Ventnor City, New Jersey","$22,631 ","Ventnor City, Atlantic County, New Jersey, 08406, USA",39.3405045,-74.4773916,Atlantic County
"Palisades Park, New Jersey","$22,607 ","Palisades Park, Bergen County, New Jersey, 07650, USA",40.8481556,-73.997639,Bergen County
"Gloucester Township, New Jersey","$22,604 ","Gloucester Township, Camden County, New Jersey, 08029, USA",39.7892305,-75.04765196,Camden County
"Elmwood Park, New Jersey","$22,588 ","Elmwood Park, Bergen County, New Jersey, 07407, USA",40.9039878,-74.118476,Bergen County
"Neptune Township, New Jersey","$22,569 ","Neptune Township, Monmouth County, New Jersey, USA",40.208444,-74.05576229,Monmouth County
"Mullica Hill, New Jersey","$22,503 ","Mullica Hill, Gloucester County, New Jersey, 08062, USA",39.7392804,-75.2240718,Gloucester County
"Oldmans Township, New Jersey","$22,495 ","Oldmans, Salem County, New Jersey, 08067, USA",39.7567804,-75.4301937,Salem County
"Wantage Township, New Jersey","$22,488 ","Wantage, Sussex County, New Jersey, 07461, USA",41.2442617,-74.5507156,Sussex County
"Rahway, New Jersey","$22,481 ","Rahway, Union County, New Jersey, 07065, USA",40.6081591,-74.2776468,Union County
"Hampton, New Jersey","$22,440 ","Hampton, Hunterdon County, New Jersey, USA",40.7070446,-74.9560032,Hunterdon County
"Plumsted Township, New Jersey","$22,433 ","Plumsted Township, Ocean County, New Jersey, 08533, USA",40.049206,-74.49027799,Ocean County
"Manchester Township, New Jersey","$22,409 ","Manchester Township, Ocean County, New Jersey, USA",39.9539525,-74.39909178,Ocean County
"Silver Ridge, New Jersey","$22,403 ","Silver Ridge, Ocean County, New Jersey, 08757, USA",39.9592846,-74.2184757,Ocean County
"Bound Brook, New Jersey","$22,395 ","Bound Brook, Somerset County, New Jersey, 08805, USA",40.5684363,-74.5384889,Somerset County
"Egg Harbor Township, New Jersey","$22,328 ","Egg Harbor Township, Atlantic County, New Jersey, USA",39.3618588,-74.5820136,Atlantic County
"West Belmar, New Jersey","$22,276 ","West Belmar, Monmouth County, New Jersey, 07719:07720, USA",40.1692806,-74.0354151,Monmouth County
"Greenwich Township, Cumberland County, New Jersey","$22,233 ","Greenwich, Cumberland County, New Jersey, 08323, USA",39.3898359,-75.3385267,Cumberland County
"Somers Point, New Jersey","$22,229 ","Somers Point, Atlantic County, New Jersey, 08244, USA",39.3176158,-74.594601,Atlantic County
"Berkeley Township, New Jersey","$22,198 ","Berkeley Township, Ocean County, New Jersey, USA",39.872107,-74.12937236,Ocean County
"Neptune City, New Jersey","$22,191 ","Neptune City, Monmouth County, New Jersey, USA",40.2001133,-74.0279152,Monmouth County
"Berlin Township, New Jersey","$22,178 ","Berlin Township, Camden County, New Jersey, 08091, USA",39.802394,-74.92314243,Camden County
"Leisure Village West-Pine Lake Park, New Jersey","$22,149 ","Leisure Village West-Pine Lake Park, Lawrence Avenue, Manchester Township, Ocean County, New Jersey, 08757, USA",40.005703,-74.26827682,Ocean County
"Pitman, New Jersey","$22,133 ","Pitman, Gloucester County, New Jersey, 08071, USA",39.732892,-75.1315651,Gloucester County
"Belleville, New Jersey","$22,093 ","Belleville, Essex County, New Jersey, USA",40.7937116,-74.1501438,Essex County
"Waretown, New Jersey","$22,061 ","Waretown, Ocean County, New Jersey, 08758, USA",39.7938958,-74.2232061,Ocean County
"Blackwood, New Jersey","$21,815 ","Blackwood, Camden County, New Jersey, 08032, USA",39.8023363,-75.0640602,Camden County
"Willingboro Township, New Jersey","$21,799 ","Willingboro Township, Burlington County, New Jersey, 08046, USA",40.0269215,-74.89088817,Burlington County
"Stratford, New Jersey","$21,748 ","Stratford, Camden County, New Jersey, 08084, USA",39.8267807,-75.0154461,Camden County
"Hillside, New Jersey","$21,724 ","Hillside, Union County, New Jersey, USA",40.701213,-74.2301459,Union County
"Waterford Township, New Jersey","$21,676 ","Waterford Township, Camden County, New Jersey, 08004, USA",39.7321715,-74.80109551,Camden County
"Farmingdale, New Jersey","$21,667 ","Farmingdale, Monmouth County, New Jersey, USA",40.1965018,-74.1684757,Monmouth County
"Lodi, New Jersey","$21,667 ","Lodi, Bergen County, New Jersey, 07644, USA",40.8823215,-74.0831971,Bergen County
"Pittsgrove Township, New Jersey","$21,624 ","Pittsgrove Township Middle School, Almond Road, Centerton, Salem County, New Jersey, 08318, USA",39.5256181,-75.1630334,Salem County
"Madison Park, New Jersey","$21,622 ","Madison Park, Middlesex County, New Jersey, 08859, USA",40.4514954,-74.3079248,Middlesex County
"Woodbury, New Jersey","$21,592 ","Woodbury, Gloucester County, New Jersey, USA",39.8381691,-75.1526774,Gloucester County
"Winfield Township, New Jersey","$21,565 ","Winfield, Union County, New Jersey, USA",40.6350591,-74.2894633,Union County
"Cape May Court House, New Jersey","$21,541 ","Cape May Court House, Cape May County, New Jersey, 08210, USA",39.0826139,-74.8237858,Cape May County
"Bayonne, New Jersey","$21,533 ","Bayonne, Hudson County, New Jersey, 07002, USA",40.6687141,-74.1143091,Hudson County
"Dennis Township, New Jersey","$21,455 ","Dennis Township, Cape May County, New Jersey, USA",39.21249775,-74.88498261,Cape May County
"Barnegat, New Jersey","$21,431 ","Barnegat, Ocean County, New Jersey, 8005, USA",39.7531754,-74.2229179,Ocean County
"Port Monmouth, New Jersey","$21,369 ","Port Monmouth, Monmouth County, New Jersey, 07758, USA",40.430108,-74.0984745,Monmouth County
"Elmer, New Jersey","$21,356 ","Elmer, Salem County, New Jersey, USA",39.594247,-75.1681997,Salem County
"Corbin City, New Jersey","$21,321 ","Corbin City, Atlantic County, New Jersey, USA",39.3034484,-74.7557193,Atlantic County
"Linden, New Jersey","$21,314 ","Linden, Union County, New Jersey, 07036, USA",40.6220478,-74.2445902,Union County
"Hamilton Township, Atlantic County, New Jersey","$21,309 ","Hamilton Township, Atlantic County, New Jersey, USA",39.4959092,-74.74482011,Atlantic County
"Roselle, New Jersey","$21,269 ","Roselle, Union County, New Jersey, USA",40.6503925,-74.26088333,Union County
"Somerdale, New Jersey","$21,259 ","Somerdale, Camden County, New Jersey, USA",39.8440027,-75.0226691,Camden County
"Winslow Township, New Jersey","$21,254 ","Winslow Township, Camden County, New Jersey, USA",39.696597,-74.88193813,Camden County
"Ocean Acres, New Jersey","$21,249 ","Ocean Acres, Ocean County, New Jersey, 08005, USA",39.7434529,-74.2809758,Ocean County
"Beachwood, New Jersey","$21,247 ","Beachwood, Ocean County, New Jersey, 08722, USA",39.939007,-74.1929188,Ocean County
"Mount Ephraim, New Jersey","$21,150 ","Mount Ephraim, Camden County, New Jersey, 08059, USA",39.8784466,-75.0926738,Camden County
"South Bound Brook, New Jersey","$21,131 ","South Bound Brook, Somerset County, New Jersey, 08880, USA",40.5534365,-74.531544,Somerset County
"Delanco Township, New Jersey","$21,096 ","Delanco Township, Burlington County, New Jersey, USA",40.04830395,-74.95283244,Burlington County
"Glendora, New Jersey","$21,089 ","Glendora, Camden County, New Jersey, 08029, USA",39.8395581,-75.0735056,Camden County
"Newfield, New Jersey","$21,063 ","Newfield, Gloucester County, New Jersey, 08344, USA",39.5465044,-75.0248964,Gloucester County
"Galloway Township, New Jersey","$21,048 ","Galloway Township, Atlantic County, New Jersey, USA",39.4646097,-74.4986142,Atlantic County
"Union Beach, New Jersey","$20,973 ","Union Beach, Monmouth County, New Jersey, USA",40.4464962,-74.1781988,Monmouth County
"Kearny, New Jersey","$20,886 ","Kearny, Hudson County, New Jersey, 07032, USA",40.7684342,-74.1454214,Hudson County
"Swedesboro, New Jersey","$20,857 ","Swedesboro, Gloucester County, New Jersey, USA",39.7476136,-75.3104654,Gloucester County
"Erma, New Jersey","$20,765 ","Erma, Cape May County, New Jersey, 08204, USA",38.9806683,-74.9079497,Cape May County
"Montague Township, New Jersey","$20,676 ","Montague, Sussex County, New Jersey, 07892, USA",41.3031498,-74.7934993,Sussex County
"Little Egg Harbor Township, New Jersey","$20,619 ","Little Egg Harbor Township, Ocean County, New Jersey, 08087, USA",39.635931,-74.35183816,Ocean County
"Folsom, New Jersey","$20,617 ","Folsom, Atlantic County, New Jersey, USA",39.6020608,-74.8426653,Atlantic County
"Eagleswood Township, New Jersey","$20,617 ","Eagleswood Township, Ocean County, New Jersey, 08092, USA",39.652588,-74.28895376,Ocean County
"Victory Gardens, New Jersey","$20,616 ","Victory Gardens, Morris County, New Jersey, USA",40.8759325,-74.5423796,Morris County
"Victory Lakes, New Jersey","$20,615 ","Victory Lakes, Gloucester County, New Jersey, 08094, USA",39.6331712,-74.966002,Gloucester County
"Newton, New Jersey","$20,577 ","Newton, Sussex County, New Jersey, USA",41.0582103,-74.7530943,Sussex County
"Country Lake Estates, New Jersey","$20,554 ","Country Lake Estates, Burlington County, New Jersey, 08015, USA",39.9426157,-74.5440427,Burlington County
"Long Branch, New Jersey","$20,532 ","Long Branch, Monmouth County, New Jersey, 07740, USA",40.3042778,-73.9923596,Monmouth County
"North Middletown, New Jersey","$20,462 ","North Middletown, Monmouth County, New Jersey, 07734, USA",40.4395521,-74.1190306,Monmouth County
"Bass River Township, New Jersey","$20,382 ","Bass River Township, Burlington County, New Jersey, 08224, USA",39.6570865,-74.45918646,Burlington County
"Pine Ridge at Crestwood, New Jersey","$20,320 ","Pine Ridge at Crestwood, Ocean County, New Jersey, 08759, USA",39.9545618,-74.315146,Ocean County
"Cedar Glen Lakes, New Jersey","$20,246 ","Cedar Glen Lakes, Ocean County, New Jersey, USA",39.952339,-74.3998711,Ocean County
"Burlington, New Jersey","$20,208 ","Burlington County, New Jersey, USA",39.9325409,-74.7226665,Burlington County
"Tuckerton, New Jersey","$20,118 ","Tuckerton, Ocean County, New Jersey, USA",39.5960075,-74.32971066,Ocean County
"Alpha, New Jersey","$20,104 ","Alpha, Warren County, New Jersey, USA",40.6670439,-75.1573972,Warren County
"North Bergen Township, New Jersey","$20,058 ","North Bergen, Hudson County, New Jersey, 07047-2227, USA",40.8042674,-74.012084,Hudson County
"Clayton, New Jersey","$20,006 ","Clayton, Gloucester County, New Jersey, 08312, USA",39.6601148,-75.0921197,Gloucester County
"Fairton, New Jersey","$20,005 ","Fairton, Cumberland County, New Jersey, 08320, USA",39.3817814,-75.2199099,Cumberland County
"Carneys Point Township, New Jersey","$19,978 ","Carneys Point, Salem County, New Jersey, 08069, USA",39.7112247,-75.4701961,Salem County
"Freehold Borough, New Jersey","$19,910 ","Freehold Borough, Monmouth County, New Jersey, USA",40.260151,-74.27566229,Monmouth County
"Hammonton, New Jersey","$19,889 ","Hammonton, Atlantic County, New Jersey, 08037, USA",39.6365056,-74.8023853,Atlantic County
"Bellmawr, New Jersey","$19,863 ","Bellmawr, Camden County, New Jersey, 08031, USA",39.8676134,-75.0946183,Camden County
"Middle Township, New Jersey","$19,805 ","Middle Township, Cape May County, New Jersey, USA",39.086816,-74.83156504,Cape May County
"Avenel, New Jersey","$19,794 ","Avenel, Middlesex County, New Jersey, 07001, USA",40.5803818,-74.2851469,Middlesex County
"Lower Township, New Jersey","$19,786 ","Lower Township, Cape May County, New Jersey, USA",38.981896,-74.90200976,Cape May County
"Mullica Township, New Jersey","$19,764 ","Mullica Township, Atlantic County, New Jersey, 08217, USA",39.5777443,-74.7172708,Atlantic County
"Mount Holly Township, New Jersey","$19,672 ","Mount Holly Township, Burlington County, New Jersey, 08060, USA",39.9954105,-74.78858213,Burlington County
"North Wildwood, New Jersey","$19,656 ","North Wildwood, Cape May County, New Jersey, USA",39.0006686,-74.799333,Cape May County
"Cedar Glen West, New Jersey","$19,548 ","Cedar Glen West, Ocean County, New Jersey, 08733, USA",40.0420605,-74.2926458,Ocean County
"Garfield, New Jersey","$19,530 ","Garfield, Bergen County, New Jersey, USA",40.8814882,-74.113198,Bergen County
"Estell Manor, New Jersey","$19,469 ","Estell Manor, Atlantic County, New Jersey, 08319, USA",39.4120603,-74.7423855,Atlantic County
"Jersey City, New Jersey","$19,410 ","Jersey City, Hudson County, New Jersey, United States of America",40.7281575,-74.0776417,Hudson County
"Franklin, New Jersey","$19,386 ","Franklin, Sussex County, New Jersey, 07416, USA",41.1220409,-74.5804378,Sussex County
"Barnegat Township, New Jersey","$19,307 ","Barnegat Township, Ocean County, New Jersey, USA",39.7634115,-74.27370114,Ocean County
"Hi-Nella, New Jersey","$19,285 ","Hi-Nella, Camden County, New Jersey, USA",39.8356695,-75.0243357,Camden County
"Ocean Gate, New Jersey","$19,239 ","Ocean Gate, Ocean County, New Jersey, 08740, USA",39.9267851,-74.1337496,Ocean County
"Pemberton Township, New Jersey","$19,238 ","Pemberton Township, Burlington County, New Jersey, USA",39.9548195,-74.59322386,Burlington County
"Oak Valley, New Jersey","$19,148 ","Oak Valley, Gloucester County, New Jersey, 08090, USA",39.8012248,-75.1624003,Gloucester County
"Runnemede, New Jersey","$19,143 ","Runnemede, Camden County, New Jersey, 08078, USA",39.8523358,-75.0679498,Camden County
"Williamstown, New Jersey","$19,112 ","Williamstown, Gloucester County, New Jersey, 08094, USA",39.6862263,-74.995168,Gloucester County
"Haledon, New Jersey","$19,099 ","Haledon, Passaic County, New Jersey, USA",40.935654,-74.186256,Passaic County
"Holiday Heights, New Jersey","$19,062 ","Holiday Heights, Ocean County, New Jersey, 08757, USA",39.9459512,-74.2540325,Ocean County
"Plainfield, New Jersey","$19,052 ","Plainfield, Union County, New Jersey, USA",40.6337136,-74.4073737,Union County
"Magnolia, New Jersey","$19,032 ","Magnolia, Camden County, New Jersey, 08049, USA",39.8545581,-75.0390591,Camden County
"Pennsauken, New Jersey","$19,004 ","Pennsauken, Camden County, New Jersey, 08110, USA",39.9562238,-75.0579502,Camden County
"Weymouth Township, New Jersey","$18,987 ","Weymouth Township, Atlantic County, New Jersey, 08317, USA",39.4106755,-74.82513683,Atlantic County
"Carteret, New Jersey","$18,967 ","Carteret, Middlesex County, New Jersey, 07008, USA",40.5773266,-74.2282005,Middlesex County
"Quinton Township, New Jersey","$18,921 ","Quinton, Salem County, New Jersey, 08072, USA",39.5459466,-75.4124178,Salem County
"Pemberton, New Jersey","$18,909 ","Pemberton, Burlington County, New Jersey, USA",39.971561,-74.68521591,Burlington County
"Sussex, New Jersey","$18,866 ","Sussex County, New Jersey, USA",41.133372,-74.6930393,Sussex County
"Fairview, Bergen County, New Jersey","$18,835 ","Fairview, Bergen County, New Jersey, USA",40.8126006,-73.999028,Bergen County
"Lawnside, New Jersey","$18,831 ","Lawnside, Camden County, New Jersey, USA",39.8665025,-75.0282253,Camden County
"Vineland, New Jersey","$18,797 ","Vineland, Cumberland County, New Jersey, USA",39.473152,-75.00202655,Cumberland County
"Rio Grande, New Jersey","$18,792 ","Rio Grande, Cape May County, New Jersey, 08242, USA",39.0145573,-74.8815594,Cape May County
"New Egypt, New Jersey","$18,771 ","New Egypt, Helen Street, Plumsted Township, Ocean County, New Jersey, 08533, USA",40.0654375,-74.52266814,Ocean County
"Riverside Township, New Jersey","$18,758 ","Riverside Township, Burlington County, New Jersey, USA",40.03427155,-74.95342182,Burlington County
"Westville, New Jersey","$18,747 ","Westville, Gloucester County, New Jersey, USA",39.8700552,-75.1265177,Gloucester County
"Mystic Island, New Jersey","$18,737 ","Mystic Island, West Mullica Road, Fairwinds, Little Egg Harbor Township, Ocean County, New Jersey, 08087, USA",39.5675875,-74.38291765,Ocean County
"Holiday City South, New Jersey","$18,726 ","Holiday City South, Davenport Road, Berkeley Township, Ocean County, New Jersey, 08757, USA",39.9525295,-74.24378602,Ocean County
"Seaside Heights, New Jersey","$18,665 ","Seaside Heights, Ocean County, New Jersey, USA",39.9467383,-74.0727327,Ocean County
"Lindenwold, New Jersey","$18,659 ","Lindenwold, Camden County, New Jersey, USA",39.81812,-74.97996222,Camden County
"Millville, New Jersey","$18,632 ","Millville, Cumberland County, New Jersey, USA",39.4020593,-75.0393368,Cumberland County
"Pine Hill, New Jersey","$18,613 ","Pine Hill, Camden County, New Jersey, USA",39.7842813,-74.9921108,Camden County
"Clementon, New Jersey","$18,510 ","Clementon, Camden County, New Jersey, 08021, USA",39.8115033,-74.9829443,Camden County
"Harrison, New Jersey","$18,490 ","Harrison, Hudson County, New Jersey, 07029, USA",40.7464901,-74.1562551,Hudson County
"Deerfield Township, New Jersey","$18,468 ","Deerfield, Bass River Township, Burlington County, New Jersey, 08224, USA",39.5942766,-74.4534026,Burlington County
"Phillipsburg, New Jersey","$18,452 ","Phillipsburg, Warren County, New Jersey, 08865, USA",40.6937099,-75.1901761,Warren County
"North Cape May, New Jersey","$18,420 ","North Cape May, Cape May County, New Jersey, 08204, USA",38.9820569,-74.9579523,Cape May County
